Date,Arizona,California,Florida,Illinois,Michigan,New York,Texas,Colorado
2013-12-01,0.5374111760167284,0.4072992413623435,0.27092902387868945,0.8551958962241186,0.309232581010604,0.6587814443289426,0.08112934583693165,0.427227262253695
2014-01-01,0.4884938502604647,0.366606995231785,0.22933650848579876,0.7532238765805034,0.2326336847969678,0.5927504503730023,0.0035897940635811563,0.37338765394167756
2014-02-01,0.3906591987479377,0.2852225029706696,0.22933650848579876,0.6512518569368873,0.19433423669015004,0.46068846246112133,-0.15148930948312053,0.2657084373176422
2014-03-01,0.34174187299167436,0.24453025684011184,0.22933650848579876,0.498293827471464,0.15603478858333225,0.3946574685051811,-0.229028861256471,0.15802922069360684
2014-04-01,0.29282454723541107,0.20383801070955376,0.18774399309290846,0.3963218078278483,0.07943589236969635,0.3286264745492402,-0.3065684130298222,0.05035000406957194
2014-05-01,0.24390722147914734,0.16314576457899602,0.14615147770001816,0.243363778362425,0.0028369961560604628,0.26259548059329996,-0.38410796480317266,-0.05732921255446341
2014-06-01,0.24390722147914734,0.08176127231788019,0.10455896230712748,0.14139175871880935,-0.03546245195075731,0.1965644866373597,-0.46164751657652386,-0.16500842917849878
2014-07-01,0.19498989572288405,0.04106902618732246,0.06296644691423717,0.03941973907519412,-0.11206134816439321,0.06450249872547863,-0.46164751657652386,-0.27268764580253413
2014-08-01,0.14607256996662032,0.00037678005676436324,0.0213739315213465,-0.06255228056842156,-0.1886602443780291,-0.0015284952304622152,-0.5391870683498744,-0.3803668624265695
2014-09-01,0.14607256996662032,-0.04031546607379337,0.0213739315213465,-0.11353829039022964,-0.265259140591665,-0.06755948918640246,-0.6167266201232249,-0.4342064707385869
2014-10-01,0.14607256996662032,-0.08100771220435146,-0.020218583871543804,-0.21551031003384485,-0.3418580368053009,-0.06755948918640246,-0.694266171896576,-0.4880460790506044
2014-11-01,0.09715524421035703,-0.1216999583349092,-0.06181109926443411,-0.2664963198556529,-0.41845693301893644,-0.13359048314234273,-0.7718057236699265,-0.4880460790506044
2014-12-01,0.09715524421035703,-0.16239220446546693,-0.06181109926443411,-0.3684683394992686,-0.49505582923257235,-0.19962147709828357,-0.8493452754432778,-0.5418856873626223
2015-01-01,0.04823791845409373,-0.20308445059602503,-0.10340361465732478,-0.4194543493210762,-0.5716547254462082,-0.2656524710542238,-0.9268848272166282,-0.5418856873626223
2015-02-01,-0.0006794073021699977,-0.24377669672658275,-0.14499613005021508,-0.4194543493210762,-0.6099541735530261,-0.2656524710542238,-1.0044243789899787,-0.5957252956746397
2015-03-01,-0.0006794073021699977,-0.28446894285714086,-0.14499613005021508,-0.4194543493210762,-0.6482536216598441,-0.33168346501016466,-1.0044243789899787,-0.5957252956746397
2015-04-01,-0.0495967330584333,-0.3251611889876986,-0.18658864544310577,-0.4194543493210762,-0.6865530697666619,-0.3977144589661049,-1.0044243789899787,-0.6495649039866577
2015-05-01,-0.09851405881469702,-0.36585343511825635,-0.18658864544310577,-0.4194543493210762,-0.72485251787348,-0.46374545292204516,-1.0044243789899787,-0.7034045122986751
2015-06-01,-0.14743138457096033,-0.4472379273793722,-0.22818116083599607,-0.47044035914288385,-0.7631519659802978,-0.529776446877986,-1.0044243789899787,-0.7572441206106928
2015-07-01,-0.14743138457096033,-0.48793017350993023,-0.26977367622888637,-0.47044035914288385,-0.8397508621939337,-0.5958074408339262,-1.0044243789899787,-0.8110837289227104
2015-08-01,-0.14743138457096033,-0.528622419640488,-0.31136619162177703,-0.47044035914288385,-0.8780503103007514,-0.7278694287458073,-1.0044243789899787,-0.8649233372347279
2015-09-01,-0.19634871032722362,-0.5693146657710457,-0.31136619162177703,-0.47044035914288385,-0.9163497584075696,-0.7278694287458073,-1.0044243789899787,-0.8649233372347279
2015-10-01,-0.24526603608348735,-0.6100069119016038,-0.35295870701466736,-0.47044035914288385,-0.9546492065143873,-0.7939004227017475,-1.0044243789899787,-0.9187629455467455
2015-11-01,-0.24526603608348735,-0.6506991580321615,-0.394551222407558,-0.4194543493210762,-0.9929486546212052,-0.7939004227017475,-0.9268848272166282,-0.9726025538587633
2015-12-01,-0.29418336183975063,-0.6506991580321615,-0.394551222407558,-0.3684683394992686,-0.9929486546212052,-0.7939004227017475,-0.9268848272166282,-0.9726025538587633
2016-01-01,-0.29418336183975063,-0.6506991580321615,-0.4361437378004483,-0.3684683394992686,-0.9929486546212052,-0.7939004227017475,-0.9268848272166282,-0.9726025538587633
2016-02-01,-0.34310068759601436,-0.6913914041627196,-0.4361437378004483,-0.3684683394992686,-0.9929486546212052,-0.8599314166576885,-0.9268848272166282,-1.0264421621707809
2016-03-01,-0.39201801335227765,-0.6913914041627196,-0.4777362531933386,-0.3684683394992686,-0.9929486546212052,-0.8599314166576885,-0.9268848272166282,-1.0264421621707809
2016-04-01,-0.39201801335227765,-0.7320836502932774,-0.5193287685862293,-0.4194543493210762,-0.9929486546212052,-0.8599314166576885,-0.9268848272166282,-1.0264421621707809
2016-05-01,-0.440935339108541,-0.7320836502932774,-0.5193287685862293,-0.47044035914288385,-0.9929486546212052,-0.8599314166576885,-0.8493452754432778,-1.0264421621707809
2016-06-01,-0.440935339108541,-0.7320836502932774,-0.5193287685862293,-0.47044035914288385,-0.9929486546212052,-0.8599314166576885,-0.8493452754432778,-1.0264421621707809
2016-07-01,-0.4898526648648047,-0.7320836502932774,-0.5193287685862293,-0.5214263689646919,-0.9546492065143873,-0.7939004227017475,-0.7718057236699265,-1.0802817704827985
2016-08-01,-0.4898526648648047,-0.7727758964238352,-0.5193287685862293,-0.5724123787864995,-0.9546492065143873,-0.7939004227017475,-0.7718057236699265,-1.0802817704827985
2016-09-01,-0.538769990621068,-0.7727758964238352,-0.5193287685862293,-0.5724123787864995,-0.9163497584075696,-0.7939004227017475,-0.7718057236699265,-1.1341213787948161
2016-10-01,-0.538769990621068,-0.7727758964238352,-0.5193287685862293,-0.6233983886083075,-0.9163497584075696,-0.7939004227017475,-0.694266171896576,-1.1879609871068337
2016-11-01,-0.538769990621068,-0.7727758964238352,-0.5609212839791196,-0.6743843984301152,-0.8780503103007514,-0.7939004227017475,-0.694266171896576,-1.2418005954188513
2016-12-01,-0.538769990621068,-0.8134681425543933,-0.5609212839791196,-0.7253704082519228,-0.9163497584075696,-0.8599314166576885,-0.694266171896576,-1.295640203730869
2017-01-01,-0.538769990621068,-0.8541603886849509,-0.6025137993720102,-0.8273424278955385,-0.9546492065143873,-0.9259624106136287,-0.694266171896576,-1.3494798120428868
2017-02-01,-0.5876873163773317,-0.894852634815509,-0.6441063147649005,-0.8783284377173466,-1.0312481027280234,-0.9259624106136287,-0.7718057236699265,-1.4033194203549042
2017-03-01,-0.5876873163773317,-0.9355448809460668,-0.6856988301577909,-0.9293144475391542,-1.107846998941659,-0.9259624106136287,-0.8493452754432778,-1.4571590286669218
2017-04-01,-0.636604642133595,-0.9355448809460668,-0.7272913455506815,-0.9803004573609618,-1.1844458951552947,-0.9259624106136287,-0.9268848272166282,-1.4571590286669218
2017-05-01,-0.6855219678898583,-0.9762371270766245,-0.7688838609435719,-0.9803004573609618,-1.1844458951552947,-0.9259624106136287,-1.0044243789899787,-1.4571590286669218
2017-06-01,-0.734439293646122,-1.0169293732071827,-0.8104763763364625,-0.9803004573609618,-1.1844458951552947,-0.9259624106136287,-1.1595034825366803,-1.4033194203549042
2017-07-01,-0.7833566194023853,-1.0576216193377403,-0.8104763763364625,-0.9293144475391542,-1.146146447048477,-0.9259624106136287,-1.2370430343100316,-1.3494798120428868
2017-08-01,-0.7833566194023853,-1.0983138654682985,-0.8520688917293529,-0.9293144475391542,-1.107846998941659,-0.9259624106136287,-1.314582586083382,-1.295640203730869
2017-09-01,-0.7833566194023853,-1.1390061115988561,-0.8936614071222433,-0.9293144475391542,-1.069547550834841,-0.9259624106136287,-1.314582586083382,-1.2418005954188513
2017-10-01,-0.7833566194023853,-1.1390061115988561,-0.8936614071222433,-0.9803004573609618,-1.069547550834841,-0.9259624106136287,-1.392122137856733,-1.2418005954188513
2017-11-01,-0.7833566194023853,-1.1390061115988561,-0.8936614071222433,-0.9803004573609618,-1.069547550834841,-0.9259624106136287,-1.392122137856733,-1.2418005954188513
2017-12-01,-0.7833566194023853,-1.1390061115988561,-0.8936614071222433,-0.9803004573609618,-1.069547550834841,-0.9259624106136287,-1.314582586083382,-1.2418005954188513
